word,word count,root word,root language,second language,ranked languages
there,46,there,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Middle Dutch;Dutch;Old Norse;Sanskrit
could,45,could,Old English,,Old English
dixon,43,,,,
machines,43,machine,French,Latin,French;Latin;Spanish;Italian;Greek;Slavonic;Old English
one,43,one,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German;Greek;Latin;Slavonic;Old Irish;French
work,42,work,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;Old Norse;Middle Dutch;German
get,41,get,Old Norse,Germanic,Old Norse;Germanic;Greek;Latin;Welsh;Slavonic;Old English;Dutch
off,41,off,Old English,,Old English
are,40,are,Old English,Old Norse,Old English;Old Norse
way,40,way,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;Old Norse;Old Frisian;German
“i,40,,,,
came,39,,,,
two,39,two,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German;Sanskrit;Greek;Latin;Slavonic
see,38,see,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Frisian;Middle Dutch;Dutch;Old Norse;Greek;Latin
slowly,38,slowly,Old English,,Old English
time,38,,,,
away,37,away,Old English,American English,Old English;American English
war,37,war,Old English,Old French,Old English;Old French;Germanic;Old Saxon;German;Spanish;Italian;Latin
what,37,what,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Dutch;German;Latin
some,35,some,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Old Norse;American English
will,35,will,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Dutch;German;Sanskrit;Greek;Latin;Slavonic;Welsh
door,34,door,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;German;Greek;Latin;Sanskrit;Russian
here,34,here,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Middle Dutch;Dutch;German
about,33,about,Old English,American English,Old English;American English
any,33,any,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Dutch;German
cart,33,cart,Old Norse,Old English,Old Norse;Old English;Middle Dutch;Dutch
eyes,33,eye,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Greek;Slavonic;Latin
like,33,like,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;German;Latin;Norse
police,33,police,French,Latin,French;Latin;Greek;English
“what,33,,,,
has,32,,,,
nothing,32,nothing,Old English,,Old English
then,32,then,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Dutch;German
through,32,through,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Latin;Old Irish;Welsh;American English
me,31,me,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Old Norse;Sanskrit;Greek;Latin;Old Irish;Welsh;Slavonic
our,31,our,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Latin
“you,31,,,,
along,30,along,Old English,Germanic,Old English;Germanic
got,30,,,,
your,30,your,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;German
box,29,box,Old English,Latin,Old English;Latin;Greek;German
sherikov’s,29,,,,
want,29,want,Old Norse,Germanic,Old Norse;Germanic
council,28,council,Old French,Latin,Old French;Latin
go,28,go,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Greek;American English;French
if,28,if,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;German;Dutch
long,28,long,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German;Old Norse;Middle Dutch;Dutch;Latin;Sanskrit;Greek;American English
men,28,,,,
surface,28,,,,
face,27,,,,
going,27,,,,
its,27,its,English,,English
side,27,side,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Middle Dutch;Dutch;German
their,27,their,Old Norse,Old English,Old Norse;Old English
duffe,26,,,,
few,26,few,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Old Norse;Latin;Greek;Sanskrit;Slavonic
icarus,26,icarus,Greek,,Greek
margaret,26,margaret,Old French,Latin,Old French;Latin;Greek;Sanskrit;Arabic;Germanic;Old English
right,26,right,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Old Norse;Greek;Latin;Old Irish;Welsh
“the,26,,,,
it’s,25,,,,
steven,25,,,,
srb,24,,,,
big,23,big,Old English,,Old English
little,23,little,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;German
more,23,more,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Old Irish;Welsh;Greek
odds,23,,,,
security,23,security,Latin,,Latin
sky,23,sky,Old Norse,Germanic,Old Norse;Germanic;Old English;Old Saxon;German
us,23,us,Old English,Old Saxon,Old English;Old Saxon;Old Frisian;Old Norse;Dutch;German;Sanskrit;Greek;Latin;Slavonic;Old Irish;Welsh;Germanic
again,22,again,Old English,Old Norse,Old English;Old Norse;Old Frisian;German
body,22,body,Old English,German,Old English;German;Germanic;Latin;French
can’t,22,,,,
don’t,22,,,,
ground,22,,,,
know,22,know,Old English,Germanic,Old English;Germanic;German;Slavonic;Russian;Latin;Greek;Sanskrit;French
moment,22,moment,Old French,Latin,Old French;Latin;Spanish;Italian;English
now,22,now,Old English,Germanic,Old English;Germanic;Old Norse;Dutch;Old Frisian;German;Sanskrit;Greek;Latin;Slavonic;Old Irish
screen,22,screen,Latin,Old French,Latin;Old French;Middle Dutch;Dutch;Germanic;German
something,22,something,Old English,,Old English
still,22,still,Old English,Germanic,Old English;Germanic;Old Frisian;German;Middle Dutch;Dutch
too,22,too,Old English,German,Old English;German
would,22,would,Old English,,Old English
across,21,across,French,,French
moved,21,move,English,,English
reached,21,,,,
ready,21,ready,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Old Norse
room,21,room,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;German;Dutch;Latin;Old Irish;Slavonic;Russian
when,21,when,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Latin
after,20,after,Old English,Old Norse,Old English;Old Norse;German;Greek
anything,20,anything,Old English,Latin,Old English;Latin
attack,20,attack,English,,English
behind,20,behind,Old English,,Old English
black,20,black,Old English,,Old English
feet,20,,,,
made,20,made,Old English,American English,Old English;American English
ship,20,ship,Old English,American English,Old English;American English
turned,20,turn,Old English,Old French,Old English;Old French;Latin;Greek;American English
variable,20,,,,
whole,20,whole,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Slavonic
before,19,before,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German
cars,19,car,French,Latin,French;Latin;Old Irish;Welsh;Italian;Spanish
centaurus,19,,,,
commissioner,19,commissioner,French,Latin,French;Latin
fire,19,fire,Old English,American English,Old English;American English
great,19,great,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;French;Latin
kind,19,kind,Old English,Germanic,Old English;Germanic;German
lab,19,,,,
light,19,light,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Latin;Old Irish
or,19,or,Old English,Old Frisian,Old English;Old Frisian;Middle Dutch;Dutch;Old Norse;German
under,19,under,Old English,Germanic,Old English;Germanic;Old Frisian;Dutch;German;Old Norse;Sanskrit;Latin
bomb,18,bomb,French,Italian,French;Italian;Latin;Greek
centauran,18,,,,
come,18,come,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse;Sanskrit;Greek;Latin
hand,18,hand,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse
it.”,18,,,,
i’ll,18,,,,
past,18,,,,
terra,18,terra,Italian,Latin,Italian;Latin;English
against,17,,,,
guards,17,guard,Old French,,Old French
head,17,head,Old English,,Old English
own,17,own,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
so,17,so,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German;Old Norse;Old Frisian;Greek
soon,17,soon,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German;American English
suddenly,17,,,,
air,16,,,,
data,16,data,Latin,,Latin
end,16,end,Old English,Germanic,Old English;Germanic;Old Frisian;Old Dutch;Old Norse;German
gray,16,gray,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Middle Dutch;Dutch;German;French;Spanish;Italian;Latin
hands,16,hand,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse
looked,16,look,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German
moving,16,move,English,,English
new,16,new,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Persian;Greek;Slavonic;Russian;Latin;Old Irish;Welsh
nodded,16,nod,Old English,German,Old English;German;Germanic
only,16,only,Old English,German,Old English;German;Latin;Greek
quickly,16,quickly,Old English,,Old English
reinhart’s,16,,,,
speed,16,speed,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;German;Middle Dutch;Sanskrit;Latin;Slavonic
things,16,thing,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Old Norse;French;Spanish;Latin
wiring,16,,,,
already,15,already,German,,German
coming,15,,,,
control,15,,,,
everything,15,,,,
first,15,first,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Norse;Old Frisian;Middle Dutch;Dutch
globe,15,globe,French,Latin,French;Latin
himself,15,himself,Old English,,Old English
how,15,how,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German
must,15,must,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Dutch
onto,15,,,,
open,15,open,English,,English
rapidly,15,rapid,French,Latin,French;Latin;Greek
saw,15,saw,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;German;Latin;Russian
wall,15,wall,Old English,,Old English
we’re,15,,,,
where,15,where,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Latin
“i’ll,15,,,,
began,14,,,,
corridor,14,corridor,French,Italian,French;Italian;Latin
did,14,did,Old English,Germanic,Old English;Germanic
each,14,each,Old English,Germanic,Old English;Germanic;Dutch;Old Frisian;German;Latin
far,14,far,Old English,Old Saxon,Old English;Old Saxon;Old Frisian;Old Norse;Dutch;German;Germanic
fix,14,fix,Old French,Latin,Old French;Latin
kaplan,14,,,,
make,14,make,Old English,Germanic,Old English;Germanic
metal,14,metal,Old French,Latin,Old French;Latin;Greek
mountains,14,mountain,Old French,Latin,Old French;Latin
opened,14,open,English,,English
plate,14,plate,Old French,Latin,Old French;Latin;Greek;Spanish;English
ships,14,ship,Old English,American English,Old English;American English
sides,14,side,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Middle Dutch;Dutch;German
stood,14,,,,
turret,14,turret,Old French,Latin,Old French;Latin;Welsh;English
understand,14,understand,Old English,Sanskrit,Old English;Sanskrit;Latin;Greek;Old Frisian;Germanic;German
vidscreen,14,,,,
waiting,14,wait,Old French,German,Old French;German
you’re,14,,,,
ahead,13,,,,
brought,13,,,,
bubble,13,bubble,Middle Dutch,Dutch,Middle Dutch;Dutch;German
car,13,car,French,Latin,French;Latin;Old Irish;Welsh;Italian;Spanish
day,13,day,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;Old Frisian;German;Old Norse;Latin;Sanskrit
earl,13,earl,Old English,Germanic,Old English;Germanic;Old Norse;Latin
fell,13,fell,Old English,Old French,Old English;Old French;Latin
gun,13,gun,English,Latin,English;Latin;Old Norse;American English
guns,13,gun,English,Latin,English;Latin;Old Norse;American English
held,13,held,Old English,,Old English
he’s,13,,,,
horses,13,horse,Old English,,Old English
last,13,last,Old English,Old Frisian,Old English;Old Frisian;Dutch;German
my,13,,,,
order,13,,,,
sat,13,,,,
she,13,she,Old English,Dutch,Old English;Dutch;German;Greek
thing,13,thing,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Old Norse;French;Spanish;Latin
thomas,13,thomas,Greek,Arabic,Greek;Arabic;English;Latin
trying,13,,,,
without,13,without,Old English,,Old English
“we,13,,,,
almost,12,almost,Old English,,Old English
appeared,12,appear,Old French,Latin,Old French;Latin
below,12,below,English,,English
days,12,day,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;Old Frisian;German;Old Norse;Latin;Sanskrit
demanded,12,demand,Old French,Latin,Old French;Latin
happened,12,happen,Old English,,Old English
later,12,,,,
line,12,,,,
minutes,12,minutes,Latin,,Latin
murmured,12,murmur,Old French,Latin,Old French;Latin;Sanskrit;Greek
once,12,once,Old English,German,Old English;German
park,12,,,,
range,12,range,Old French,,Old French
silent,12,silent,Latin,,Latin
small,12,,,,
take,12,take,Old English,Old Norse,Old English;Old Norse;Germanic;German;Middle Dutch;Dutch
years,12,year,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Norse;Old Frisian;Dutch;Greek;Slavonic;Latin
“then,12,,,,
“what’s,12,,,,
above,11,above,Old English,Germanic,Old English;Germanic;Old Saxon;German
breath,11,breath,Old English,Germanic,Old English;Germanic;German
carefully,11,carefully,Old English,,Old English
closed,11,,,,
deep,11,deep,Old English,,Old English
didn’t,11,,,,
entered,11,enter,Old French,Latin,Old French;Latin;Spanish;Italian;English
faded,11,fade,Old French,,Old French
floor,11,floor,English,,English
found,11,,,,
gone,11,,,,
good,11,good,Old English,,Old English
her,11,her,Old English,Old Frisian,Old English;Old Frisian;Middle Dutch;Dutch;German
hurried,11,,,,
look,11,look,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German
lost,11,,,,
military,11,,,,
office,11,office,Old French,Latin,Old French;Latin
other,11,other,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Latin
peter,11,,,,
picked,11,,,,
pushed,11,push,Old French,Latin,Old French;Latin
should,11,should,Old English,,Old English
snapped,11,,,,
sun,11,sun,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;German;Middle Dutch;Dutch;Old Irish;Spanish
than,11,than,Old English,Germanic,Old English;Germanic;Dutch;German
that’s,11,,,,
tools,11,,,,
vast,11,vast,French,Latin,French;Latin
won’t,11,,,,
you’ll,11,,,,
“he,11,,,,
“this,11,,,,
abruptly,10,abrupt,Latin,,Latin
bent,10,,,,
beyond,10,beyond,Old English,Germanic,Old English;Germanic
broke,10,broke,Old English,,Old English
children,10,,,,
complete,10,,,,
done,10,done,Old English,,Old English
even,10,even,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse
features,10,,,,
finished,10,,,,
fleet,10,fleet,Old English,,Old English
gasped,10,,,,
gave,10,,,,
half,10,half,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German
hear,10,hear,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German
i’m,10,,,,
much,10,much,Old English,Germanic,Old English;Germanic
proxima,10,,,,
robot,10,robot,English,Slavonic,English;Slavonic;German
running,10,,,,
sally,10,,,,
second,10,second,Old French,Latin,Old French;Latin
set,10,set,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;Old Frisian;Dutch;German
units,10,unit,English,Greek,English;Greek
until,10,until,Old Norse,Germanic,Old Norse;Germanic;Old English;Old Frisian;Old Saxon;German
“it’s,10,,,,
“i’m,10,,,,
“why,10,,,,
called,9,call,Old English,Old Norse,Old English;Old Norse;Germanic;Dutch;German;Sanskrit;Latin;Slavonic;Welsh;French
carried,9,,,,
defense,9,defense,Old French,Latin,Old French;Latin
destroyed,9,destroy,Old French,Latin,Old French;Latin;Italian
entrance,9,entrance,French,English,French;English
escaped,9,escape,Old French,,Old French
figures,9,figure,Old French,Latin,Old French;Latin;Greek
finally,9,,,,
find,9,,,,
food,9,food,Old English,Germanic,Old English;Germanic;Greek;Latin;Slavonic;Russian
generator,9,generator,Latin,,Latin
hall,9,hall,Old English,Germanic,Old English;Germanic;Old Saxon;German;Dutch;Old Norse
hill,9,hill,Old English,Germanic,Old English;Germanic;Middle Dutch;Dutch;German;Old Norse;Sanskrit;Latin;Greek
houses,9,house,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German
lay,9,lay,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German
life,9,life,Old English,Germanic,Old English;Germanic;Old Norse;Dutch;German
lift,9,,,,
people,9,people,Old French,Latin,Old French;Latin;Spanish;Italian;English;Arabic
person,9,person,Old French,Latin,Old French;Latin;Greek
pole,9,,,,
pulled,9,pull,American English,English,American English;English
rising,9,,,,
sent,9,,,,
shook,9,,,,
stopped,9,,,,
took,9,took,Old English,,Old English
tunnel,9,,,,
twisted,9,,,,
vidsender,9,,,,
voice,9,,,,
white,9,white,Old English,,Old English
able,8,able,Old French,Latin,Old French;Latin;English
alive,8,alive,Old English,,Old English
asked,8,ask,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Slavonic
beginning,8,beginning,Old English,,Old English
between,8,between,Old English,,Old English
blue,8,,,,
clouds,8,cloud,American English,English,American English;English
course,8,course,Old French,Latin,Old French;Latin
cut,8,cut,Germanic,Old Norse,Germanic;Old Norse;Old French;Old English
darkness,8,darkness,Old English,,Old English
debris,8,debris,Old French,Latin,Old French;Latin;Old Irish
desk,8,desk,Latin,Greek,Latin;Greek;Italian
equipment,8,equipment,French,,French
everywhere,8,everywhere,Old English,,Old English
field,8,field,Old English,,Old English
fingers,8,finger,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
force,8,force,Old French,,Old French
ftl,8,,,,
future,8,future,Old French,Latin,Old French;Latin;English
gazed,8,,,,
green,8,green,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
heavy,8,,,,
hills,8,hill,Old English,Germanic,Old English;Germanic;Middle Dutch;Dutch;German;Old Norse;Sanskrit;Latin;Greek
holding,8,,,,
hours,8,hour,Old French,Latin,Old French;Latin;Greek;Old English;German
hundred,8,hundred,Old English,Germanic,Old English;Germanic;Old Norse;German;Sanskrit;Greek;Latin;Slavonic;Old Irish
information,8,information,Old French,Latin,Old French;Latin
inside,8,inside,American English,English,American English;English
leaped,8,,,,
legs,8,leg,Old Norse,Germanic,Old Norse;Germanic;German;Old English
mean,8,mean,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Dutch;German;Slavonic;Old Irish;Welsh
message,8,message,Old French,Latin,Old French;Latin;Old English
most,8,most,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
mouth,8,mouth,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Latin
night,8,night,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Frisian;Dutch;Old Norse;Greek;Latin;Old Irish;Sanskrit;Slavonic;Russian;Welsh
object,8,object,Latin,,Latin
old,8,old,Old English,Germanic,Old English;Germanic;Old Frisian;Dutch;German;Old Norse;Greek;Latin;Old Irish;French
on.”,8,,,,
outside,8,,,,
plane,8,plane,Old French,Latin,Old French;Latin;Greek
possible,8,possible,Old French,Latin,Old French;Latin
probably,8,,,,
report,8,report,Old French,,Old French
rolled,8,roll,Old French,Latin,Old French;Latin
smiled,8,smile,German,Germanic,German;Germanic;Old English;Latin
soldiers,8,,,,
sort,8,sort,Old French,Latin,Old French;Latin
strange,8,strange,Old French,Latin,Old French;Latin;Italian;Spanish
these,8,these,Old English,,Old English
tube,8,tube,French,Latin,French;Latin
universe,8,universe,Old French,Latin,Old French;Latin
vanished,8,vanish,Old French,Latin,Old French;Latin
waited,8,wait,Old French,German,Old French;German
watched,8,watch,Old English,Germanic,Old English;Germanic
we’ll,8,,,,
wildly,8,,,,
“all,8,,,,
“no,8,,,,
“that’s,8,,,,
7-6,7,,,,
afternoon,7,afternoon,English,,English
ago,7,ago,Old English,,Old English
bad,7,bad,Old English,American English,Old English;American English;Greek;Russian;Slavonic;German
became,7,,,,
better,7,better,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Old Norse;German
cannon,7,cannon,Old French,Italian,Old French;Italian;Latin;German
caught,7,caught,English,French,English;French
cautiously,7,cautious,Latin,,Latin
chamber,7,chamber,Old French,Latin,Old French;Latin
chance,7,chance,Old French,Latin,Old French;Latin;English
cloud,7,cloud,American English,English,American English;English
cole’s,7,,,,
crouched,7,crouch,Old French,,Old French
dark,7,,,,
designs,7,design,French,Italian,French;Italian;Latin
dots,7,dot,Old English,Dutch,Old English;Dutch;German
dropped,7,drop,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Dutch;German
emergency,7,emergency,Latin,,Latin
envelope,7,envelope,French,,French
exactly,7,,,,
factor,7,,,,
favor,7,favor,Old French,,Old French
five,7,five,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Dutch;Old Norse;German;Sanskrit;Greek;Latin;Slavonic;American English
flickered,7,,,,
followed,7,follow,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse
four,7,four,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse;Sanskrit;Persian;Greek;Latin;Slavonic;Old Irish;Welsh;French
frantically,7,,,,
fredman,7,,,,
front,7,,,,
gained,7,gain,Old French,English,Old French;English
gasping,7,gas,Dutch,Greek,Dutch;Greek;Irish;American English;English
guard,7,guard,Old French,,Old French
hard,7,hard,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;Old Norse;German;Greek;American English
hold,7,hold,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
hope,7,hope,Old English,Old Frisian,Old English;Old Frisian;Middle Dutch;Dutch
huge,7,huge,Old French,,Old French
hurrying,7,,,,
immense,7,immense,French,Latin,French;Latin
inter-system,7,,,,
labs,7,,,,
late,7,late,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;Old Saxon;German;Latin;Greek
laughed,7,,,,
leaving,7,lea,Old English,Germanic,Old English;Germanic;German;Sanskrit;Latin
left,7,,,,
lips,7,lip,Old English,Germanic,Old English;Germanic;Old Frisian;Middle Dutch;Dutch;German;Latin;French
looking,7,loo,French,,French
loose,7,loose,Old Norse,Old English,Old Norse;Old English;Germanic;Middle Dutch;Dutch;German
mass,7,mass,Old French,Latin,Old French;Latin;Greek;English;American English
matter,7,matter,Old French,Latin,Old French;Latin;English;Greek
may,7,may,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Old Norse;Greek;Slavonic;Sanskrit
me.”,7,,,,
members,7,member,Latin,English,Latin;English;Old French;Sanskrit;Greek
nervously,7,nervous,Latin,,Latin
place,7,place,French,,French
power,7,,,,
pushing,7,pus,Latin,Sanskrit,Latin;Sanskrit;Greek;Old English
remained,7,remain,Old French,Latin,Old French;Latin;Spanish;Italian
removed,7,,,,
right.”,7,,,,
rose,7,rose,Old English,Latin,Old English;Latin;Italian;Spanish;French;Dutch;German;Polish;Russian;Irish;Welsh;Greek;Turkish
safe,7,safe,French,,French
