word,word count,root word,root language,second language,ranked languages
do,116,do,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German
life,113,life,Old English,Germanic,Old English;Germanic;Old Norse;Dutch;German
than,110,than,Old English,Germanic,Old English;Germanic;Dutch;German
every,109,every,Old English,,Old English
first,108,first,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Norse;Old Frisian;Middle Dutch;Dutch
might,108,might,Old English,,Old English
then,108,then,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Dutch;German
own,107,own,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
shall,105,shall,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German
eyes,104,eye,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Greek;Slavonic;Latin
said,102,,,,
time,98,,,,
being,96,,,,
how,95,how,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German
may,95,may,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Old Norse;Greek;Slavonic;Sanskrit
even,94,even,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse
saw,94,saw,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;German;Latin;Russian
towards,94,towards,Old English,,Old English
those,91,those,Old English,,Old English
elizabeth,89,elizabeth,Latin,Greek,Latin;Greek
most,88,most,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German
night,88,night,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Frisian;Dutch;Old Norse;Greek;Latin;Old Irish;Sanskrit;Slavonic;Russian;Welsh
found,87,,,,
such,86,such,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German
mind,85,mind,Old English,Germanic,Old English;Germanic;Old Norse;German;Sanskrit;Greek;Latin;Slavonic;Russian;American English
again,83,again,Old English,Old Norse,Old English;Old Norse;Old Frisian;German
any,83,any,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Dutch;German
day,81,day,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;Old Frisian;German;Old Norse;Latin;Sanskrit
whom,80,whom,Old English,Germanic,Old English;Germanic
felt,79,,,,
after,78,after,Old English,Old Norse,Old English;Old Norse;German;Greek
there,78,there,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Middle Dutch;Dutch;Old Norse;Sanskrit
where,77,where,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Latin
death,76,death,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse
feelings,76,,,,
heart,76,heart,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German;Greek;Latin;Old Irish;Welsh;Russian;Slavonic
other,76,other,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Latin
very,75,very,Old French,Latin,Old French;Latin;Italian;Old English;Old Dutch;German;Welsh;Old Irish;Slavonic;Russian
s,74,,,,
dear,72,dear,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German
thought,72,thought,Old English,German,Old English;German
soon,71,soon,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German;American English
friend,70,friend,Old English,,Old English
made,70,made,Old English,American English,Old English;American English
up,70,up,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Old Norse;Dutch;German;Sanskrit;Greek;Latin
many,68,many,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Slavonic;Old Irish;Welsh
while,68,while,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Old Norse;Latin;Slavonic
during,67,during,Old French,Latin,Old French;Latin;English
passed,67,passe,French,,French
still,67,still,Old English,Germanic,Old English;Germanic;Old Frisian;German;Middle Dutch;Dutch
also,66,also,Old English,German,Old English;German;Dutch
never,66,never,Old English,Italian,Old English;Italian;French;Spanish;Latin;American English
miserable,65,miserable,Old French,Latin,Old French;Latin
must,64,must,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Dutch
thus,63,thus,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch
has,62,,,,
heard,62,heard,Old English,,Old English
same,62,same,Old English,Old Norse,Old English;Old Norse;Germanic;Old Saxon;German;Dutch;Sanskrit;Greek;Latin;Old Irish;Slavonic
became,61,,,,
few,61,few,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;German;Old Norse;Latin;Greek;Sanskrit;Slavonic
sometimes,60,,,,
us,60,us,Old English,Old Saxon,Old English;Old Saxon;Old Frisian;Old Norse;Dutch;German;Sanskrit;Greek;Latin;Slavonic;Old Irish;Welsh;Germanic
place,59,place,French,,French
human,58,human,Old French,Latin,Old French;Latin;Old English;Germanic;American English
like,58,like,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;German;Latin;Norse
little,58,little,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;German
love,58,love,Old English,Germanic,Old English;Germanic;German
over,58,over,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;German
appeared,57,appear,Old French,Latin,Old French;Latin
indeed,56,indeed,Old English,American English,Old English;American English
clerval,55,,,,
justine,55,justine,Latin,,Latin
friends,54,friend,Old English,,Old English
misery,54,misery,Old French,Latin,Old French;Latin;American English;English
often,54,often,English,,English
about,53,about,Old English,American English,Old English;American English
although,53,,,,
country,53,country,Old French,Latin,Old French;Latin;Old English;American English
nature,53,nature,Old French,Latin,Old French;Latin
until,52,until,Old Norse,Germanic,Old Norse;Germanic;Old English;Old Frisian;Old Saxon;German
words,52,word,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse;Latin
among,51,among,Old English,Old Saxon,Old English;Old Saxon;Old Frisian
cottage,51,cottage,Old French,Old Norse,Old French;Old Norse;Old English;Germanic;Middle Dutch;Dutch;American English
several,51,several,French,Latin,French;Latin;American English;English
felix,50,felix,Latin,,Latin
great,50,great,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;French;Latin
hope,50,hope,Old English,Old Frisian,Old English;Old Frisian;Middle Dutch;Dutch
old,50,old,Old English,Germanic,Old English;Germanic;Old Frisian;Dutch;German;Old Norse;Greek;Latin;Old Irish;French
see,50,see,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Frisian;Middle Dutch;Dutch;Old Norse;Greek;Latin
whose,50,whose,Old English,,Old English
away,49,away,Old English,American English,Old English;American English
despair,49,despair,Old French,Latin,Old French;Latin
feel,49,,,,
happiness,49,,,,
know,49,know,Old English,Germanic,Old English;Germanic;German;Slavonic;Russian;Latin;Greek;Sanskrit;French
return,49,return,Old French,,Old French
another,47,another,Old English,,Old English
days,47,day,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;Old Frisian;German;Old Norse;Latin;Sanskrit
through,47,through,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Latin;Old Irish;Welsh;American English
happy,46,happy,Old English,Greek,Old English;Greek;Irish;Welsh;American English
long,46,long,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German;Old Norse;Middle Dutch;Dutch;Latin;Sanskrit;Greek;American English
voice,46,,,,
ever,45,ever,Old English,Germanic,Old English;Germanic
sun,45,sun,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;German;Middle Dutch;Dutch;Old Irish;Spanish
world,45,world,Old English,,Old English
alone,44,alone,Old English,German,Old English;German;Dutch
creature,44,creature,Old French,Latin,Old French;Latin
horror,44,horror,Old French,Latin,Old French;Latin;Sanskrit;Welsh
men,44,,,,
poor,44,poor,Latin,,Latin
scene,44,scene,French,Latin,French;Latin;Greek
years,44,year,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Norse;Old Frisian;Dutch;Greek;Slavonic;Latin
much,43,much,Old English,Germanic,Old English;Germanic
well,43,well,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Dutch;German;Sanskrit;Slavonic;Welsh;Latin
came,42,,,,
ice,41,ice,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German
light,41,light,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Latin;Old Irish
affection,40,affection,Old French,Latin,Old French;Latin
joy,40,joy,Old French,Latin,Old French;Latin;Greek;Irish;American English;English
far,39,far,Old English,Old Saxon,Old English;Old Saxon;Old Frisian;Old Norse;Dutch;German;Germanic
fear,39,fear,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German;Old Norse
months,39,month,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse
morning,39,morning,Old English,,Old English
new,39,new,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Persian;Greek;Slavonic;Russian;Latin;Old Irish;Welsh
nothing,39,nothing,Old English,,Old English
out,39,out,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Old Saxon;Middle Dutch;Dutch;German;Sanskrit;Old Irish;Latin;Greek;Russian
part,39,part,Old French,Latin,Old French;Latin;Greek;Sanskrit;American English;Old English
almost,38,almost,Old English,,Old English
countenance,38,,,,
entered,38,enter,Old French,Latin,Old French;Latin;Spanish;Italian;English
hands,38,hand,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse
near,38,near,Old English,Old Norse,Old English;Old Norse
power,38,,,,
thoughts,38,thought,Old English,German,Old English;German
two,38,two,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Dutch;German;Sanskrit;Greek;Latin;Slavonic
come,37,come,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse;Sanskrit;Greek;Latin
good,37,good,Old English,,Old English
himself,37,himself,Old English,,Old English
house,37,house,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch;German
moment,37,moment,Old French,Latin,Old French;Latin;Spanish;Italian;English
therefore,37,therefore,Old English,Dutch,Old English;Dutch;German
earth,36,earth,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Old Norse;Middle Dutch;Dutch;German;Irish
journey,36,journey,Old French,,Old French
make,36,make,Old English,Germanic,Old English;Germanic
mountains,36,mountain,Old French,Latin,Old French;Latin
pleasure,36,,,,
possessed,36,,,,
seemed,36,seem,Old Norse,Germanic,Old Norse;Germanic;Old English
soul,36,,,,
took,36,took,Old English,,Old English
child,35,child,Old English,Germanic,Old English;Germanic;French;Latin
here,35,here,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Middle Dutch;Dutch;German
left,35,,,,
nor,35,nor,English,,English
why,35,why,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Greek
around,34,around,American English,English,American English;English
believe,34,believe,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;German
down,34,down,Old English,American English,Old English;American English
forever,34,,,,
geneva,34,geneva,Latin,,Latin
gentle,34,gentle,Old French,Latin,Old French;Latin
hours,34,hour,Old French,Latin,Old French;Latin;Greek;Old English;German
spirit,34,,,,
become,33,become,Old English,Germanic,Old English;Germanic;Dutch;German
cause,33,cause,Old French,Latin,Old French;Latin;English
idea,33,idea,Latin,Greek,Latin;Greek;French
kind,33,kind,Old English,Germanic,Old English;Germanic;German
knowledge,33,knowledge,English,,English
last,33,last,Old English,Old Frisian,Old English;Old Frisian;Dutch;German
lost,33,,,,
sea,33,sea,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;Old Norse;German;Latin
taken,33,,,,
work,33,work,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;Old Norse;Middle Dutch;German
already,32,already,German,,German
continued,32,continue,Old French,Latin,Old French;Latin
discovered,32,discover,Old French,Latin,Old French;Latin
gave,32,,,,
however,32,,,,
knew,32,knew,Old English,,Old English
mother,32,,,,
peace,32,peace,Old French,Latin,Old French;Latin;Spanish;Italian;Old English;Greek
remained,32,remain,Old French,Latin,Old French;Latin;Spanish;Italian
resolved,32,,,,
rest,32,rest,Old English,Germanic,Old English;Germanic;Old Saxon;Dutch;German;Old Norse;American English
strange,32,strange,Old French,Latin,Old French;Latin;Italian;Spanish
tale,32,tale,Old English,Germanic,Old English;Germanic;Dutch;German;Old Frisian;Middle Dutch;Old Saxon
whole,32,whole,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Slavonic
beheld,31,,,,
cold,31,,,,
existence,31,existence,Old French,Latin,Old French;Latin
family,31,family,Latin,Old English,Latin;Old English;Old Norse;German
fiend,31,fiend,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Middle Dutch;Dutch;Old Norse;German;Sanskrit;Greek;Latin
manner,31,manner,Old French,Latin,Old French;Latin;Spanish;Italian;Dutch;German
monster,31,monster,Old French,Latin,Old French;Latin;Old English
once,31,once,Old English,German,Old English;German
returned,31,return,Old French,,Old French
room,31,room,Old English,Germanic,Old English;Germanic;Old Norse;Old Saxon;German;Dutch;Latin;Old Irish;Slavonic;Russian
sensations,31,sensation,French,Latin,French;Latin
spirits,31,,,,
tears,31,tear,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;German;Irish;Welsh;Greek
within,31,within,Old English,,Old English
appearance,30,appearance,Old French,Latin,Old French;Latin
companion,30,companion,Old French,Latin,Old French;Latin;Germanic;Old English
delight,30,delight,Old French,Latin,Old French;Latin
present,30,present,Old French,Latin,Old French;Latin
too,30,too,Old English,German,Old English;German
without,30,without,Old English,,Old English
young,30,young,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Latin;Slavonic;Russian;Old Irish;Welsh
arrived,29,arrive,Old French,Latin,Old French;Latin
looked,29,look,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German
loved,29,love,Old English,Germanic,Old English;Germanic;German
nearly,29,,,,
think,29,think,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German;Old Norse
beautiful,28,,,,
began,28,,,,
brought,28,,,,
change,28,change,Old French,,Old French
desire,28,desire,Old French,,Old French
endeavoured,28,endeavour,English,,English
fellow,28,fellow,Old English,Old Norse,Old English;Old Norse;American English;Latin;Russian
girl,28,girl,Old English,German,Old English;German;Greek
grief,28,grief,Old French,Latin,Old French;Latin
lay,28,lay,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German
let,28,let,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Latin
native,28,native,Old French,,Old French
oh,28,oh,Old French,Latin,Old French;Latin;Greek;Slavonic;Dutch;German;Old Irish;Sanskrit;Old English
placed,28,place,French,,French
read,28,,,,
science,28,science,Old French,Latin,Old French;Latin;Greek;Old English
air,27,,,,
beauty,27,beauty,Old French,Latin,Old French;Latin;Old English
each,27,each,Old English,Germanic,Old English;Germanic;Dutch;Old Frisian;German;Latin
food,27,food,Old English,Germanic,Old English;Germanic;Greek;Latin;Slavonic;Russian
form,27,form,Old French,Latin,Old French;Latin
greatest,27,,,,
hardly,27,hardly,Old English,,Old English
kindness,27,kindness,Old English,,Old English
lake,27,lake,Old French,Latin,Old French;Latin;Greek;Slavonic;Old Irish;Germanic;Old Norse;Old English
length,27,length,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;Dutch
mine,27,mine,Old French,Welsh,Old French;Welsh;Irish;English
murderer,27,murderer,Old French,Latin,Old French;Latin;Germanic;Old English
replied,27,,,,
since,27,since,Old English,,Old English
thousand,27,thousand,Old English,Germanic,Old English;Germanic;Old Frisian;Dutch;German;Old Norse;Slavonic;Polish;Russian;Greek;Latin
victor,27,victor,Old French,Latin,Old French;Latin;Slavonic;Old Norse;Old English;Welsh;Old Irish
wind,27,,,,
yourself,27,,,,
agony,26,agony,Old French,Latin,Old French;Latin;Greek
called,26,call,Old English,Old Norse,Old English;Old Norse;Germanic;Dutch;German;Sanskrit;Latin;Slavonic;Welsh;French
dark,26,,,,
expressed,26,,,,
feeling,26,,,,
fire,26,fire,Old English,American English,Old English;American English
ground,26,,,,
hand,26,hand,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German;Old Norse
lovely,26,lovely,Old English,,Old English
perceived,26,perceive,Old French,Latin,Old French;Latin;Old English
quickly,26,quickly,Old English,,Old English
rather,26,rather,Old English,Germanic,Old English;Germanic;Old Norse;German
seek,26,seek,Old English,Old Norse,Old English;Old Norse;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Latin;Old Irish
sister,26,sister,Old English,Old Norse,Old English;Old Norse;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Latin;Slavonic;Russian;Old Irish;Welsh;Greek;French
suddenly,26,,,,
town,26,town,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Old Irish;Welsh;Latin;French
various,26,various,French,Latin,French;Latin
beloved,25,,,,
cousin,25,cousin,Old French,Latin,Old French;Latin;Italian;Polish;German;Irish;Sanskrit;Germanic;Old English
desired,25,desire,Old French,,Old French
died,25,die,Old Norse,Germanic,Old Norse;Germanic;Old Frisian;Old Saxon;German;Old Irish;Slavonic;Russian;Old English;Dutch
greater,25,greater,Old English,,Old English
henry,25,henry,French,Latin,French;Latin;German
hour,25,hour,Old French,Latin,Old French;Latin;Greek;Old English;German
live,25,live,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;German;Greek;Dutch
others,25,other,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Latin
rage,25,rage,Old French,Latin,Old French;Latin;Old English;Welsh
safie,25,,,,
sat,25,,,,
sight,25,,,,
spent,25,,,,
under,25,under,Old English,Germanic,Old English;Germanic;Old Frisian;Dutch;German;Old Norse;Sanskrit;Latin
william,25,william,French,Germanic,French;Germanic;German
wood,25,wood,Old English,Germanic,Old English;Germanic;Old Norse;German;Welsh;Old Irish
always,24,always,Old English,,Old English
anguish,24,anguish,Old French,,Old French
concerning,24,,,,
creatures,24,creature,Old French,Latin,Old French;Latin
degree,24,degree,Old French,Latin,Old French;Latin;English
die,24,die,Old Norse,Germanic,Old Norse;Germanic;Old Frisian;Old Saxon;German;Old Irish;Slavonic;Russian;Old English;Dutch
filled,24,fill,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Dutch;German
fixed,24,,,,
having,24,ha,Old English,Greek,Old English;Greek;Latin;Old French
head,24,head,Old English,,Old English
letter,24,letter,Old French,Latin,Old French;Latin;Greek;Old English;German;Germanic
natural,24,natural,English,,English
occupied,24,,,,
spoke,24,spoke,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Dutch;German
state,24,state,Latin,,Latin
wretch,24,wretch,Old English,Germanic,Old English;Germanic;Old Saxon;German
wretched,24,,,,
body,23,body,Old English,German,Old English;German;Germanic;Latin;French
dead,23,dead,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse
destroyed,23,destroy,Old French,Latin,Old French;Latin;Italian
door,23,door,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;German;Greek;Latin;Sanskrit;Russian
endured,23,endure,Old French,Latin,Old French;Latin;Old English
evil,23,evil,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Latin;American English
find,23,,,,
frankenstein,23,frankenstein,German,,German
home,23,home,Old English,Germanic,Old English;Germanic;Old Frisian;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Greek;Slavonic
hopes,23,hope,Old English,Old Frisian,Old English;Old Frisian;Middle Dutch;Dutch
imagination,23,imagination,Old French,Latin,Old French;Latin
lived,23,live,Old English,Germanic,Old English;Germanic;Old Norse;Old Frisian;German;Greek;Dutch
longer,23,long,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;German;Old Norse;Middle Dutch;Dutch;Latin;Sanskrit;Greek;American English
m,23,,,,
means,23,means,French,German,French;German
say,23,say,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Old Frisian;Middle Dutch;Dutch;German;Slavonic;Old Irish;American English
sweet,23,sweet,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Sanskrit;Greek;Latin
turned,23,turn,Old English,Old French,Old English;Old French;Latin;Greek;American English
wish,23,wish,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;German;Sanskrit;Latin
agatha,22,agatha,Latin,Greek,Latin;Greek
appear,22,appear,Old French,Latin,Old French;Latin
attention,22,attention,Latin,,Latin
beings,22,,,,
care,22,care,Old English,Germanic,Old English;Germanic;German;Old Saxon
cottagers,22,,,,
destruction,22,destruction,Old French,Latin,Old French;Latin
end,22,end,Old English,Germanic,Old English;Germanic;Old Frisian;Old Dutch;Old Norse;German
enemy,22,enemy,Old French,Latin,Old French;Latin;Italian;Spanish;Greek;Russian;Slavonic;Germanic;Old Norse;Old English
followed,22,follow,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse
